10 Speakers	{"count": 214}
EventTime:2017-09-26 12:59:16.000000	{"count": 2}
EventTime:2017-09-26 12:59:18.000000	{"count": 2}
EventTime:2017-09-26 12:59:23.000000	{"count": 1}
EventTime:2017-09-26 12:59:25.000000	{"count": 1}
EventTime:2017-09-26 12:59:26.000000	{"count": 1}
EventTime:2017-09-26 12:59:31.000000	{"count": 2}
EventTime:2017-09-26 12:59:33.000000	{"count": 1}
EventTime:2017-09-26 12:59:48.000000	{"count": 1}
EventTime:2017-09-26 12:59:58.000000	{"count": 1}
EventTime:2017-09-26 13:00:04.000000	{"count": 3}
EventTime:2017-09-26 13:00:06.000000	{"count": 2}
EventTime:2017-09-26 13:00:09.000000	{"count": 1}
EventTime:2017-09-26 13:00:10.000000	{"count": 1}
EventTime:2017-09-26 13:00:14.000000	{"count": 2}
EventTime:2017-09-26 13:00:15.000000	{"count": 1}
EventTime:2017-09-26 13:00:18.000000	{"count": 1}
EventTime:2017-09-26 13:00:24.000000	{"count": 1}
EventTime:2017-09-26 13:00:27.000000	{"count": 1}
EventTime:2017-09-26 13:00:35.000000	{"count": 2}
EventTime:2017-09-26 13:00:37.000000	{"count": 2}
EventTime:2017-09-26 13:00:39.000000	{"count": 2}
EventTime:2017-09-26 13:00:40.000000	{"count": 2}
EventTime:2017-09-26 13:00:43.000000	{"count": 2}
EventTime:2017-09-26 13:00:47.000000	{"count": 2}
EventTime:2017-09-26 13:00:49.000000	{"count": 1}
EventTime:2017-09-26 13:00:50.000000	{"count": 1}
EventTime:2017-09-26 13:00:52.000000	{"count": 1}
EventTime:2017-09-26 13:00:55.000000	{"count": 1}
EventTime:2017-09-26 13:00:57.000000	{"count": 2}
EventTime:2017-09-26 13:01:00.000000	{"count": 1}
EventTime:2017-09-26 13:01:01.000000	{"count": 1}
EventTime:2017-09-26 13:01:02.000000	{"count": 1}
EventTime:2017-09-26 13:01:06.000000	{"count": 1}
EventTime:2017-09-26 13:01:09.000000	{"count": 1}
EventTime:2017-09-26 13:01:11.000000	{"count": 1}
EventTime:2017-09-26 13:01:17.000000	{"count": 1}
EventTime:2017-09-26 13:01:25.000000	{"count": 1}
EventTime:2017-09-26 13:01:35.000000	{"count": 1}
EventTime:2017-09-26 13:01:38.000000	{"count": 1}
EventTime:2017-09-26 13:01:39.000000	{"count": 2}
EventTime:2017-09-26 13:01:51.000000	{"count": 1}
EventTime:2017-09-26 13:02:03.000000	{"count": 1}
EventTime:2017-09-26 13:02:11.000000	{"count": 1}
EventTime:2017-09-26 13:02:14.000000	{"count": 1}
EventTime:2017-09-26 13:02:31.000000	{"count": 1}
EventTime:2017-09-26 13:02:34.000000	{"count": 2}
EventTime:2017-09-26 13:03:42.000000	{"count": 2}
EventTime:2017-09-26 13:03:56.000000	{"count": 3}
EventTime:2017-09-26 13:04:07.000000	{"count": 1}
EventTime:2017-09-26 13:04:29.000000	{"count": 1}
EventTime:2017-09-26 13:04:31.000000	{"count": 1}
EventTime:2017-09-26 13:04:32.000000	{"count": 1}
EventTime:2017-09-26 13:04:36.000000	{"count": 1}
EventTime:2017-09-26 13:04:37.000000	{"count": 2}
EventTime:2017-09-26 13:04:59.000000	{"count": 4}
EventTime:2017-09-26 13:05:03.000000	{"count": 3}
EventTime:2017-09-26 13:05:07.000000	{"count": 1}
EventTime:2017-09-26 13:05:08.000000	{"count": 2}
EventTime:2017-09-26 13:05:11.000000	{"count": 1}
EventTime:2017-09-26 13:05:13.000000	{"count": 1}
EventTime:2017-09-26 13:05:14.000000	{"count": 1}
EventTime:2017-09-26 13:05:15.000000	{"count": 1}
EventTime:2017-09-26 13:05:16.000000	{"count": 2}
EventTime:2017-09-26 13:05:18.000000	{"count": 1}
EventTime:2017-09-26 13:05:19.000000	{"count": 1}
EventTime:2017-09-26 13:05:24.000000	{"count": 1}
EventTime:2017-09-26 13:05:25.000000	{"count": 1}
EventTime:2017-09-26 13:05:29.000000	{"count": 1}
EventTime:2017-09-26 13:05:30.000000	{"count": 1}
EventTime:2017-09-26 13:05:37.000000	{"count": 1}
EventTime:2017-09-26 13:05:40.000000	{"count": 1}
EventTime:2017-09-26 13:05:43.000000	{"count": 2}
EventTime:2017-09-26 13:05:50.000000	{"count": 1}
EventTime:2017-09-26 13:05:51.000000	{"count": 1}
EventTime:2017-09-26 13:05:52.000000	{"count": 1}
EventTime:2017-09-26 13:05:53.000000	{"count": 3}
EventTime:2017-09-26 13:05:58.000000	{"count": 1}
EventTime:2017-09-26 13:05:59.000000	{"count": 1}
EventTime:2017-09-26 13:06:03.000000	{"count": 1}
EventTime:2017-09-26 13:06:08.000000	{"count": 2}
EventTime:2017-09-26 13:06:16.000000	{"count": 1}
EventTime:2017-09-26 13:06:43.000000	{"count": 2}
EventTime:2017-09-26 13:06:44.000000	{"count": 2}
EventTime:2017-09-26 13:06:53.000000	{"count": 1}
EventTime:2017-09-26 13:06:54.000000	{"count": 1}
EventTime:2017-09-26 13:07:00.000000	{"count": 1}
EventTime:2017-09-26 13:07:16.000000	{"count": 1}
EventTime:2017-09-26 13:07:30.000000	{"count": 3}
EventTime:2017-09-26 13:07:33.000000	{"count": 2}
EventTime:2017-09-26 13:07:34.000000	{"count": 1}
EventTime:2017-09-26 13:07:36.000000	{"count": 1}
EventTime:2017-09-26 13:07:41.000000	{"count": 1}
EventTime:2017-09-26 13:07:51.000000	{"count": 1}
EventTime:2017-09-26 13:07:53.000000	{"count": 2}
EventTime:2017-09-26 13:07:57.000000	{"count": 1}
EventTime:2017-09-26 13:08:03.000000	{"count": 1}
EventTime:2017-09-26 13:08:07.000000	{"count": 2}
EventTime:2017-09-26 13:08:09.000000	{"count": 1}
EventTime:2017-09-26 13:08:10.000000	{"count": 1}
EventTime:2017-09-26 13:08:14.000000	{"count": 1}
EventTime:2017-09-26 13:08:20.000000	{"count": 1}
EventTime:2017-09-26 13:08:34.000000	{"count": 1}
EventTime:2017-09-26 13:08:42.000000	{"count": 1}
EventTime:2017-09-26 13:08:45.000000	{"count": 1}
EventTime:2017-09-26 13:08:46.000000	{"count": 1}
EventTime:2017-09-26 13:08:51.000000	{"count": 1}
EventTime:2017-09-26 13:08:52.000000	{"count": 1}
EventTime:2017-09-26 13:09:54.000000	{"count": 2}
EventTime:2017-09-26 13:10:41.000000	{"count": 1}
EventTime:2017-09-26 13:10:44.000000	{"count": 1}
EventTime:2017-09-26 13:10:49.000000	{"count": 1}
EventTime:2017-09-26 13:11:02.000000	{"count": 1}
EventTime:2017-09-26 13:11:41.000000	{"count": 1}
EventTime:2017-09-26 13:11:47.000000	{"count": 1}
EventTime:2017-09-26 13:12:02.000000	{"count": 1}
EventTime:2017-09-26 13:12:04.000000	{"count": 1}
EventTime:2017-09-26 13:12:14.000000	{"count": 1}
EventTime:2017-09-26 13:12:15.000000	{"count": 1}
EventTime:2017-09-26 13:12:26.000000	{"count": 1}
EventTime:2017-09-26 13:12:33.000000	{"count": 1}
EventTime:2017-09-26 13:12:54.000000	{"count": 1}
EventTime:2017-09-26 13:12:58.000000	{"count": 1}
EventTime:2017-09-26 13:13:12.000000	{"count": 2}
EventTime:2017-09-26 13:13:15.000000	{"count": 1}
EventTime:2017-09-26 13:13:27.000000	{"count": 1}
EventTime:2017-09-26 13:13:30.000000	{"count": 1}
EventTime:2017-09-26 13:13:32.000000	{"count": 1}
EventTime:2017-09-26 13:13:36.000000	{"count": 1}
EventTime:2017-09-26 13:13:39.000000	{"count": 1}
EventTime:2017-09-26 13:13:43.000000	{"count": 1}
EventTime:2017-09-26 13:13:48.000000	{"count": 1}
EventTime:2017-09-26 13:13:54.000000	{"count": 1}
EventTime:2017-09-26 13:13:55.000000	{"count": 1}
EventTime:2017-09-26 13:13:57.000000	{"count": 1}
EventTime:2017-09-26 13:14:06.000000	{"count": 1}
EventTime:2017-09-26 13:14:31.000000	{"count": 1}
EventTime:2017-09-26 13:14:47.000000	{"count": 1}
EventTime:2017-09-26 13:14:50.000000	{"count": 1}
EventTime:2017-09-26 13:15:02.000000	{"count": 1}
EventTime:2017-09-26 13:15:06.000000	{"count": 1}
EventTime:2017-09-26 13:15:11.000000	{"count": 1}
EventTime:2017-09-26 13:15:14.000000	{"count": 1}
EventTime:2017-09-26 13:15:15.000000	{"count": 1}
EventTime:2017-09-26 13:15:20.000000	{"count": 1}
EventTime:2017-09-26 13:15:22.000000	{"count": 1}
EventTime:2017-09-26 13:15:23.000000	{"count": 1}
EventTime:2017-09-26 13:15:24.000000	{"count": 1}
EventTime:2017-09-26 13:15:31.000000	{"count": 1}
EventTime:2017-09-26 13:15:32.000000	{"count": 2}
EventTime:2017-09-26 13:15:34.000000	{"count": 1}
EventTime:2017-09-26 13:15:36.000000	{"count": 1}
EventTime:2017-09-26 13:15:37.000000	{"count": 1}
EventTime:2017-09-26 13:15:49.000000	{"count": 1}
EventTime:2017-09-26 13:15:52.000000	{"count": 1}
EventTime:2017-09-26 13:15:53.000000	{"count": 1}
EventTime:2017-09-26 13:15:54.000000	{"count": 1}
EventTime:2017-09-26 13:15:59.000000	{"count": 1}
EventTime:2017-09-26 13:16:02.000000	{"count": 2}
EventTime:2017-09-26 13:16:04.000000	{"count": 1}
EventTime:2017-09-26 13:16:07.000000	{"count": 1}
EventTime:2017-09-26 13:16:10.000000	{"count": 2}
EventTime:2017-09-26 13:16:11.000000	{"count": 1}
EventTime:2017-09-26 13:16:15.000000	{"count": 1}
EventTime:2017-09-26 13:16:17.000000	{"count": 1}
EventTime:2017-09-26 13:16:20.000000	{"count": 1}
EventTime:2017-09-26 13:16:22.000000	{"count": 1}
EventTime:2017-09-26 13:16:24.000000	{"count": 1}
EventTime:2017-09-26 13:16:40.000000	{"count": 1}
EventTime:2017-09-26 13:16:46.000000	{"count": 2}
EventTime:2017-09-26 13:16:52.000000	{"count": 1}
EventTime:2017-09-26 13:16:54.000000	{"count": 3}
EventTime:2017-09-26 13:16:57.000000	{"count": 2}
EventTime:2017-09-26 13:16:59.000000	{"count": 1}
EventTime:2017-09-26 13:17:03.000000	{"count": 1}
EventTime:2017-09-26 13:17:05.000000	{"count": 1}
EventTime:2017-09-26 13:17:07.000000	{"count": 1}
EventTime:2017-09-26 13:17:08.000000	{"count": 3}
EventTime:2017-09-26 13:17:10.000000	{"count": 1}
EventTime:2017-09-26 13:17:15.000000	{"count": 2}
EventTime:2017-09-26 13:18:34.000000	{"count": 1}
EventTime:2017-09-26 13:18:35.000000	{"count": 1}
EventTime:2017-09-26 13:18:57.000000	{"count": 1}
EventTime:2017-09-26 13:19:00.000000	{"count": 1}
EventTime:2017-09-26 13:19:08.000000	{"count": 1}
EventTime:2017-09-26 13:19:26.000000	{"count": 1}
EventTime:2017-09-26 13:19:57.000000	{"count": 2}
EventTime:2017-09-26 13:20:01.000000	{"count": 2}
EventTime:2017-09-26 13:20:08.000000	{"count": 1}
EventTime:2017-09-26 13:20:24.000000	{"count": 1}
EventTime:2017-09-26 13:20:26.000000	{"count": 1}
EventTime:2017-09-26 13:20:28.000000	{"count": 2}
EventTime:2017-09-26 13:20:29.000000	{"count": 4}
EventTime:2017-09-26 13:20:32.000000	{"count": 2}
EventTime:2017-09-26 13:20:33.000000	{"count": 1}
EventTime:2017-09-26 13:20:40.000000	{"count": 1}
EventTime:2017-09-26 13:20:45.000000	{"count": 1}
EventTime:2017-09-26 13:20:50.000000	{"count": 1}
EventTime:2017-09-26 13:20:51.000000	{"count": 1}
EventTime:2017-09-26 13:20:53.000000	{"count": 2}
EventTime:2017-09-26 13:20:55.000000	{"count": 1}
EventTime:2017-09-26 13:20:56.000000	{"count": 1}
EventTime:2017-09-26 13:20:57.000000	{"count": 2}
EventTime:2017-09-26 13:21:06.000000	{"count": 1}
EventTime:2017-09-26 13:21:07.000000	{"count": 2}
EventTime:2017-09-26 13:21:10.000000	{"count": 2}
EventTime:2017-09-26 13:21:11.000000	{"count": 1}
EventTime:2017-09-26 13:21:16.000000	{"count": 1}
EventTime:2017-09-26 13:21:19.000000	{"count": 1}
EventTime:2017-09-26 13:21:21.000000	{"count": 1}
EventTime:2017-09-26 13:21:24.000000	{"count": 2}
EventTime:2017-09-26 13:21:26.000000	{"count": 1}
EventTime:2017-09-26 13:21:35.000000	{"count": 1}
EventTime:2017-09-26 13:21:36.000000	{"count": 2}
EventTime:2017-09-26 13:21:40.000000	{"count": 1}
EventTime:2017-09-26 13:21:42.000000	{"count": 1}
EventTime:2017-09-26 13:21:43.000000	{"count": 1}
EventTime:2017-09-26 13:21:45.000000	{"count": 1}
EventTime:2017-09-26 13:21:47.000000	{"count": 1}
EventTime:2017-09-26 13:21:49.000000	{"count": 1}
EventTime:2017-09-26 13:21:54.000000	{"count": 1}
EventTime:2017-09-26 13:21:56.000000	{"count": 1}
EventTime:2017-09-26 13:21:57.000000	{"count": 1}
EventTime:2017-09-26 13:22:06.000000	{"count": 5}
EventTime:2017-09-26 13:22:13.000000	{"count": 3}
EventTime:2017-09-26 13:22:16.000000	{"count": 1}
EventTime:2017-09-26 13:22:17.000000	{"count": 1}
EventTime:2017-09-26 13:22:18.000000	{"count": 1}
EventTime:2017-09-26 13:22:23.000000	{"count": 2}
EventTime:2017-09-26 13:22:32.000000	{"count": 2}
EventTime:2017-09-26 13:22:50.000000	{"count": 1}
EventTime:2017-09-26 13:22:56.000000	{"count": 1}
EventTime:2017-09-26 13:23:00.000000	{"count": 2}
EventTime:2017-09-26 13:23:01.000000	{"count": 1}
EventTime:2017-09-26 13:23:11.000000	{"count": 1}
EventTime:2017-09-26 13:23:14.000000	{"count": 1}
EventTime:2017-09-26 13:23:15.000000	{"count": 1}
EventTime:2017-09-26 13:23:18.000000	{"count": 1}
EventTime:2017-09-26 13:23:20.000000	{"count": 2}
EventTime:2017-09-26 13:23:21.000000	{"count": 1}
EventTime:2017-09-26 13:23:22.000000	{"count": 1}
EventTime:2017-09-26 13:23:23.000000	{"count": 1}
EventTime:2017-09-26 13:23:27.000000	{"count": 1}
EventTime:2017-09-26 13:23:28.000000	{"count": 1}
EventTime:2017-09-26 13:23:29.000000	{"count": 3}
EventTime:2017-09-26 13:23:32.000000	{"count": 1}
EventTime:2017-09-26 13:23:48.000000	{"count": 1}
EventTime:2017-09-26 13:23:49.000000	{"count": 1}
EventTime:2017-09-26 13:24:11.000000	{"count": 1}
EventTime:2017-09-26 13:24:19.000000	{"count": 1}
EventTime:2017-09-26 13:24:20.000000	{"count": 2}
EventTime:2017-09-26 13:24:25.000000	{"count": 1}
EventTime:2017-09-26 13:24:37.000000	{"count": 1}
EventTime:2017-09-26 13:24:50.000000	{"count": 1}
EventTime:2017-09-26 13:24:52.000000	{"count": 1}
EventTime:2017-09-26 13:25:02.000000	{"count": 1}
EventTime:2017-09-26 13:25:15.000000	{"count": 1}
EventTime:2017-09-26 13:25:21.000000	{"count": 1}
EventTime:2017-09-26 13:25:23.000000	{"count": 1}
EventTime:2017-09-26 13:25:35.000000	{"count": 1}
EventTime:2017-09-26 13:25:39.000000	{"count": 2}
EventTime:2017-09-26 13:25:44.000000	{"count": 1}
EventTime:2017-09-26 13:25:45.000000	{"count": 1}
EventTime:2017-09-26 13:25:51.000000	{"count": 1}
EventTime:2017-09-26 13:25:56.000000	{"count": 2}
EventTime:2017-09-26 13:25:58.000000	{"count": 1}
EventTime:2017-09-26 13:25:59.000000	{"count": 1}
EventTime:2017-09-26 13:26:14.000000	{"count": 1}
EventTime:2017-09-26 13:26:15.000000	{"count": 2}
EventTime:2017-09-26 13:26:16.000000	{"count": 1}
EventTime:2017-09-26 13:26:17.000000	{"count": 1}
EventTime:2017-09-26 13:26:21.000000	{"count": 3}
EventTime:2017-09-26 13:26:22.000000	{"count": 1}
EventTime:2017-09-26 13:26:23.000000	{"count": 1}
EventTime:2017-09-26 13:26:24.000000	{"count": 1}
EventTime:2017-09-26 13:26:55.000000	{"count": 2}
EventTime:2017-09-26 13:26:56.000000	{"count": 1}
EventTime:2017-09-26 13:27:00.000000	{"count": 1}
EventTime:2017-09-26 13:27:11.000000	{"count": 1}
EventTime:2017-09-26 13:27:12.000000	{"count": 1}
EventTime:2017-09-26 13:27:13.000000	{"count": 1}
EventTime:2017-09-26 13:27:14.000000	{"count": 1}
EventTime:2017-09-26 13:27:15.000000	{"count": 1}
EventTime:2017-09-26 13:27:18.000000	{"count": 3}
EventTime:2017-09-26 13:27:19.000000	{"count": 2}
EventTime:2017-09-26 13:27:48.000000	{"count": 1}
EventTime:2017-09-26 13:27:58.000000	{"count": 1}
EventTime:2017-09-26 13:28:05.000000	{"count": 1}
EventTime:2017-09-26 13:28:06.000000	{"count": 1}
EventTime:2017-09-26 13:28:07.000000	{"count": 2}
EventTime:2017-09-26 13:28:10.000000	{"count": 1}
EventTime:2017-09-26 13:28:19.000000	{"count": 1}
EventTime:2017-09-26 13:28:22.000000	{"count": 1}
EventTime:2017-09-26 13:28:27.000000	{"count": 1}
EventTime:2017-09-26 13:28:36.000000	{"count": 1}
EventTime:2017-09-26 13:30:10.000000	{"count": 1}
EventTime:2017-09-26 13:30:12.000000	{"count": 1}
EventTime:2017-09-26 13:30:17.000000	{"count": 2}
EventTime:2017-09-26 13:30:20.000000	{"count": 1}
EventTime:2017-09-26 13:30:21.000000	{"count": 1}
EventTime:2017-09-26 13:30:36.000000	{"count": 1}
EventTime:2017-09-26 13:30:40.000000	{"count": 1}
EventTime:2017-09-26 13:32:01.000000	{"count": 2}
EventTime:2017-09-26 13:32:07.000000	{"count": 1}
EventTime:2017-09-26 13:32:12.000000	{"count": 2}
EventTime:2017-09-26 13:32:21.000000	{"count": 1}
EventTime:2017-09-26 13:32:31.000000	{"count": 2}
EventTime:2017-09-26 13:32:34.000000	{"count": 1}
EventTime:2017-09-26 13:32:48.000000	{"count": 2}
EventTime:2017-09-26 13:32:49.000000	{"count": 2}
EventTime:2017-09-26 13:32:51.000000	{"count": 1}
EventTime:2017-09-26 13:32:54.000000	{"count": 1}
EventTime:2017-09-26 13:33:02.000000	{"count": 1}
EventTime:2017-09-26 13:33:06.000000	{"count": 1}
EventTime:2017-09-26 13:33:09.000000	{"count": 1}
EventTime:2017-09-26 13:33:13.000000	{"count": 1}
EventTime:2017-09-26 13:33:15.000000	{"count": 1}
EventTime:2017-09-26 13:33:18.000000	{"count": 1}
EventTime:2017-09-26 13:33:21.000000	{"count": 1}
EventTime:2017-09-26 13:33:22.000000	{"count": 2}
EventTime:2017-09-26 13:36:01.000000	{"count": 2}
EventTime:2017-09-26 13:36:08.000000	{"count": 1}
EventTime:2017-09-26 13:36:22.000000	{"count": 2}
EventTime:2017-09-26 13:36:31.000000	{"count": 1}
EventTime:2017-09-26 13:36:44.000000	{"count": 1}
EventTime:2017-09-26 13:36:46.000000	{"count": 1}
EventTime:2017-09-26 13:36:47.000000	{"count": 1}
EventTime:2017-09-26 13:36:49.000000	{"count": 1}
EventTime:2017-09-26 13:36:50.000000	{"count": 1}
EventTime:2017-09-26 13:36:59.000000	{"count": 1}
EventTime:2017-09-26 13:37:36.000000	{"count": 2}
EventTime:2017-09-26 13:37:38.000000	{"count": 1}
EventTime:2017-09-26 13:37:43.000000	{"count": 1}
EventTime:2017-09-26 13:37:44.000000	{"count": 1}
EventTime:2017-09-26 13:38:43.000000	{"count": 2}
EventTime:2017-09-26 13:38:44.000000	{"count": 1}
EventTime:2017-09-26 13:38:56.000000	{"count": 1}
EventTime:2017-09-26 13:38:57.000000	{"count": 1}
EventTime:2017-09-26 13:38:58.000000	{"count": 1}
EventTime:2017-09-26 13:39:05.000000	{"count": 1}
EventTime:2017-09-26 13:39:29.000000	{"count": 1}
EventTime:2017-09-26 13:39:32.000000	{"count": 1}
EventTime:2017-09-26 13:39:42.000000	{"count": 1}
EventTime:2017-09-26 13:41:20.000000	{"count": 1}
EventTime:2017-09-26 13:41:40.000000	{"count": 1}
EventTime:2017-09-26 13:41:41.000000	{"count": 3}
EventTime:2017-09-26 13:42:30.000000	{"count": 2}
EventTime:2017-09-26 13:42:33.000000	{"count": 3}
EventTime:2017-09-26 13:42:36.000000	{"count": 1}
EventTime:2017-09-26 13:43:36.000000	{"count": 2}
EventTime:2017-09-26 13:43:40.000000	{"count": 1}
EventTime:2017-09-26 13:43:41.000000	{"count": 3}
EventTime:2017-09-26 13:43:45.000000	{"count": 1}
EventTime:2017-09-26 13:43:49.000000	{"count": 1}
EventTime:2017-09-26 13:43:51.000000	{"count": 1}
EventTime:2017-09-26 13:44:08.000000	{"count": 1}
EventTime:2017-09-26 13:44:10.000000	{"count": 1}
EventTime:2017-09-26 13:44:35.000000	{"count": 1}
EventTime:2017-09-26 13:44:38.000000	{"count": 1}
EventTime:2017-09-26 13:44:41.000000	{"count": 1}
EventTime:2017-09-26 13:44:52.000000	{"count": 1}
EventTime:2017-09-26 13:44:54.000000	{"count": 1}
EventTime:2017-09-26 13:46:09.000000	{"count": 1}
EventTime:2017-09-26 13:46:10.000000	{"count": 1}
EventTime:2017-09-26 13:46:14.000000	{"count": 2}
EventTime:2017-09-26 13:46:18.000000	{"count": 1}
EventTime:2017-09-26 13:46:20.000000	{"count": 1}
EventTime:2017-09-26 13:46:22.000000	{"count": 1}
EventTime:2017-09-26 13:46:25.000000	{"count": 1}
EventTime:2017-09-26 13:46:31.000000	{"count": 1}
EventTime:2017-09-26 13:46:34.000000	{"count": 1}
EventTime:2017-09-26 13:46:35.000000	{"count": 2}
EventTime:2017-09-26 13:46:39.000000	{"count": 1}
EventTime:2017-09-26 13:46:42.000000	{"count": 2}
EventTime:2017-09-26 13:46:43.000000	{"count": 1}
EventTime:2017-09-26 13:46:49.000000	{"count": 1}
EventTime:2017-09-26 13:47:01.000000	{"count": 2}
EventTime:2017-09-26 13:47:06.000000	{"count": 1}
EventTime:2017-09-26 13:47:08.000000	{"count": 2}
EventTime:2017-09-26 13:47:14.000000	{"count": 1}
EventTime:2017-09-26 13:47:21.000000	{"count": 1}
EventTime:2017-09-26 13:47:24.000000	{"count": 1}
EventTime:2017-09-26 13:47:25.000000	{"count": 1}
EventTime:2017-09-26 13:47:26.000000	{"count": 1}
EventTime:2017-09-26 13:47:27.000000	{"count": 1}
EventTime:2017-09-26 13:47:29.000000	{"count": 1}
EventTime:2017-09-26 13:47:33.000000	{"count": 2}
EventTime:2017-09-26 13:47:47.000000	{"count": 1}
EventTime:2017-09-26 13:47:48.000000	{"count": 2}
EventTime:2017-09-26 13:47:49.000000	{"count": 1}
EventTime:2017-09-26 13:47:50.000000	{"count": 1}
EventTime:2017-09-26 13:47:53.000000	{"count": 1}
EventTime:2017-09-26 13:47:56.000000	{"count": 1}
EventTime:2017-09-26 13:48:00.000000	{"count": 3}
EventTime:2017-09-26 13:48:02.000000	{"count": 1}
EventTime:2017-09-26 13:48:06.000000	{"count": 1}
EventTime:2017-09-26 13:48:09.000000	{"count": 1}
EventTime:2017-09-26 13:48:10.000000	{"count": 1}
EventTime:2017-09-26 13:48:11.000000	{"count": 1}
EventTime:2017-09-26 13:48:12.000000	{"count": 1}
EventTime:2017-09-26 13:48:13.000000	{"count": 1}
EventTime:2017-09-26 13:48:21.000000	{"count": 2}
EventTime:2017-09-26 13:48:22.000000	{"count": 4}
EventTime:2017-09-26 13:48:23.000000	{"count": 2}
EventTime:2017-09-26 13:48:24.000000	{"count": 1}
EventTime:2017-09-26 13:48:26.000000	{"count": 1}
EventTime:2017-09-26 13:48:32.000000	{"count": 2}
EventTime:2017-09-26 13:48:33.000000	{"count": 2}
EventTime:2017-09-26 13:48:34.000000	{"count": 1}
EventTime:2017-09-26 13:48:36.000000	{"count": 3}
EventTime:2017-09-26 13:48:37.000000	{"count": 1}
EventTime:2017-09-26 13:48:40.000000	{"count": 1}
EventTime:2017-09-26 13:48:41.000000	{"count": 2}
EventTime:2017-09-26 13:48:44.000000	{"count": 2}
EventTime:2017-09-26 13:48:53.000000	{"count": 1}
EventTime:2017-09-26 13:49:03.000000	{"count": 2}
EventTime:2017-09-26 13:49:05.000000	{"count": 3}
EventTime:2017-09-26 13:49:06.000000	{"count": 1}
EventTime:2017-09-26 13:49:09.000000	{"count": 1}
EventTime:2017-09-26 13:49:10.000000	{"count": 1}
EventTime:2017-09-26 13:49:12.000000	{"count": 2}
EventTime:2017-09-26 13:49:14.000000	{"count": 1}
EventTime:2017-09-26 13:49:34.000000	{"count": 1}
EventTime:2017-09-26 13:49:44.000000	{"count": 1}
EventTime:2017-09-26 13:51:52.000000	{"count": 2}
EventTime:2017-09-26 13:51:53.000000	{"count": 1}
EventTime:2017-09-26 13:51:55.000000	{"count": 1}
EventTime:2017-09-26 13:51:57.000000	{"count": 2}
EventTime:2017-09-26 13:52:05.000000	{"count": 3}
EventTime:2017-09-26 13:52:44.000000	{"count": 1}
EventTime:2017-09-26 13:52:48.000000	{"count": 1}
EventTime:2017-09-26 13:53:26.000000	{"count": 2}
EventTime:2017-09-26 13:53:28.000000	{"count": 1}
EventTime:2017-09-26 13:53:38.000000	{"count": 1}
EventTime:2017-09-26 13:53:44.000000	{"count": 1}
EventTime:2017-09-26 13:53:52.000000	{"count": 1}
EventTime:2017-09-26 13:53:53.000000	{"count": 2}
EventTime:2017-09-26 13:53:55.000000	{"count": 3}
EventTime:2017-09-26 13:53:56.000000	{"count": 1}
EventTime:2017-09-26 13:53:57.000000	{"count": 1}
EventTime:2017-09-26 13:53:58.000000	{"count": 1}
EventTime:2017-09-26 13:54:01.000000	{"count": 1}
EventTime:2017-09-26 13:54:05.000000	{"count": 1}
EventTime:2017-09-26 13:54:09.000000	{"count": 1}
EventTime:2017-09-26 13:54:10.000000	{"count": 1}
EventTime:2017-09-26 13:54:12.000000	{"count": 2}
EventTime:2017-09-26 13:54:13.000000	{"count": 1}
EventTime:2017-09-26 13:54:20.000000	{"count": 1}
EventTime:2017-09-26 13:54:21.000000	{"count": 1}
EventTime:2017-09-26 13:54:22.000000	{"count": 1}
EventTime:2017-09-26 13:54:50.000000	{"count": 1}
EventTime:2017-09-26 13:55:10.000000	{"count": 3}
EventTime:2017-09-26 13:55:12.000000	{"count": 1}
EventTime:2017-09-26 13:55:22.000000	{"count": 1}
EventTime:2017-09-26 13:55:25.000000	{"count": 2}
EventTime:2017-09-26 13:55:26.000000	{"count": 1}
EventTime:2017-09-26 13:55:29.000000	{"count": 1}
EventTime:2017-09-26 13:55:31.000000	{"count": 1}
EventTime:2017-09-26 13:55:32.000000	{"count": 1}
EventTime:2017-09-26 13:55:34.000000	{"count": 2}
EventTime:2017-09-26 14:03:44.000000	{"count": 2}
EventTime:2017-09-26 14:03:48.000000	{"count": 1}
EventTime:2017-09-26 14:04:19.000000	{"count": 1}
EventTime:2017-09-26 14:04:22.000000	{"count": 1}
EventTime:2017-09-26 14:04:23.000000	{"count": 1}
EventTime:2017-09-26 14:04:27.000000	{"count": 1}
EventTime:2017-09-26 14:04:33.000000	{"count": 1}
EventTime:2017-09-26 14:04:35.000000	{"count": 1}
EventTime:2017-09-26 14:04:45.000000	{"count": 1}
EventTime:2017-09-26 14:05:29.000000	{"count": 1}
EventTime:2017-09-26 14:06:35.000000	{"count": 2}
EventTime:2017-09-26 14:06:36.000000	{"count": 1}
EventTime:2017-09-26 14:06:40.000000	{"count": 1}
EventTime:2017-09-26 14:06:50.000000	{"count": 1}
EventTime:2017-09-26 14:06:52.000000	{"count": 2}
EventTime:2017-09-26 14:06:55.000000	{"count": 1}
EventTime:2017-09-26 14:06:58.000000	{"count": 1}
EventTime:2017-09-26 14:07:03.000000	{"count": 1}
EventTime:2017-09-26 14:07:14.000000	{"count": 1}
EventTime:2017-09-26 14:07:35.000000	{"count": 1}
EventTime:2017-09-26 14:07:45.000000	{"count": 1}
EventTime:2017-09-26 14:07:56.000000	{"count": 1}
EventTime:2017-09-26 14:07:58.000000	{"count": 1}
